vid,payee,hv_exposure,flagged_exposure,n_flagged,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,agencies_served,top_agency,first_year_seen,peak_agency_share,top_markers,verify_verdict,overtaker_interest,recommended_action,public_context
PCARDDEA0001,PCARD VENDOR DEA,104614,104614,1,0,,1,2,7.0,1,DEPT OF ECONOMIC SECURITY,2021,0.00010372696599496188,offcontract|masked_payee,,,,
VC0000051181,BPRE PHOENIX HOLDINGS LIMITED PARTNERSHIP,1347913,1347913,13,0,,11,2,7.0,1,DEPT OF CHILD SAFETY,2023,0.0010989855767499957,offcontract|whole_dollar,,,,
IV0000002956,MERCK AND CO INC,6971359,6971359,13,0,,1,2,7.0,1,DEPT OF HEALTH SERVICES,2021,0.003867081366999878,offcontract|whole_dollar,,,,
VC0000005388,TALARI NETWORKS INC,335090,335090,3,0,,3,2,7.0,1,DEPT OF ADMINISTRATION,2017,0.0001494489137210123,offcontract|whole_dollar,,,,
FUELPSA00001,FUEL VENDOR PSA,610822,610822,5,0,,5,2,7.0,1,DEPT OF PUBLIC SAFETY,2025,0.0008830925151041808,offcontract|masked_payee,,,,
IV0000007395,MCKINSEY & CO INC WASHINGTON DC,887500,887500,3,0,,1,2,7.0,2,DEPT OF TRANSPORTATION,2021,0.00018770504770331526,offcontract|whole_dollar,,,,
IV0000023080,"ALCHEMY3, LLC",112500,112500,1,0,,1,2,7.0,1,LOTTERY COMMISSION,2023,0.00016507371580054314,offcontract|whole_dollar,,,,
IV0000017249,WORLD WIDE TECHNOLOGY,5725880,681403,4,0,,1,2,7.0,5,DEPT OF ECONOMIC SECURITY,2021,0.015029427979248675,whole_dollar|offcontract,,,,
PCARDPSA0001,PCARD VENDOR PSA,5164634,5164634,38,0,,38,2,7.0,1,DEPT OF PUBLIC SAFETY,2016,0.0028414730828340918,masked_payee|offcontract,,,,
VC0000002656,DES III LLC,3960998,3960998,37,0,,37,2,7.0,1,DEPT OF ECONOMIC SECURITY,2016,0.00032095675811715516,offcontract|whole_dollar,,,,
IV0000002685,WIST OFFICE PRODUCTS,2616585,338144,2,0,,1,2,7.0,5,DEPT OF PUBLIC SAFETY,2021,0.010462015919068545,offcontract|whole_dollar,,,,
IV0000000034,FIVE G INC,710502,710502,4,0,,4,2,7.0,1,DEPT OF TRANSPORTATION,2021,0.0003184526427183739,offcontract|whole_dollar,,,,
PZ000001647,ARIZONA ELECTRICAL APPARATUS INC,198547,198547,1,0,,1,2,7.0,1,DEPT OF CORRECTIONS,2016,0.000296537483418959,offcontract|whole_dollar,,,,
IV0000003106,TUCSON ELECTRIC POWER CO,10750832,7092377,54,0,,12,2,7.0,3,DEPT OF CORRECTIONS,2023,0.010806444829723233,offcontract|whole_dollar,,,,
IV0000039122,OPTUM BANK,317187,317187,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2021,0.0001750909627136357,new_vendor_large,,,,
IV0000002923,INTELLECTUAL TECHNOLOGY INC,19743482,3189742,14,0,,1,2,7.0,1,DEPT OF TRANSPORTATION,2021,0.0012252529604945244,new_vendor_large|offcontract|whole_dollar,,,,
IV0000003462,LRP PUBLICATIONS INC,401185,401185,3,0,,3,2,7.0,1,DEPT OF EDUCATION,2023,2.2208779662099982e-05,whole_dollar|offcontract,,,,
IV0000003302,MYTHICS INC,1481768,1481768,6,0,,4,2,7.0,1,DEPT OF REVENUE,2021,0.012950142652030636,offcontract|whole_dollar,,,,
IV0000024795,ARIZONA CHAPTER ASSOCIATED GENERAL CONTRACTORS OF AMERICA AP,297600,297600,2,0,,2,2,7.0,1,DEPT OF TRANSPORTATION,2023,6.725369936403851e-05,whole_dollar|offcontract,,,,
IV0000003367,NATIONAL ALLIANCE OF STATE AND TERR AIDS DIRECTORS INC,476393,476393,3,0,,3,2,7.0,1,DEPT OF HEALTH SERVICES,2023,0.00021280523817471933,offcontract|whole_dollar,,,,
VC0000006327,AZ UTAH ITX PARTNERS LLC,12459456,12459456,85,0,,1,2,7.0,1,DEPT OF ECONOMIC SECURITY,2016,0.00044309487903300323,offcontract|whole_dollar,,,,
VC0000003061,SNOW & CARPIO & WEEKLEY PLC,105000,105000,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2023,0.00026202030118744766,whole_dollar|offcontract,,,,
IV0000017440,3M CO,7777231,7777231,23,0,,1,2,7.0,1,DEPT OF CORRECTIONS,2021,0.0018542829546540258,offcontract|whole_dollar,,,,
PZ9000000154,URS CORPORATION,3211137,2288358,8,0,,1,2,7.0,2,DEPT OF ENVIRONMENTAL QUALITY,2016,0.004947433879364128,whole_dollar|offcontract,,,,
PZ000017080,SELLERS AND SONS INC,341476,341476,3,0,,1,2,7.0,1,GAME AND FISH DEPARTMENT,2016,0.003357872950454909,whole_dollar|offcontract,,,,
PZ000047994,AG-POP CS 3838 OWNER LLC,706464,599714,2,0,,1,2,7.0,2,DEPT OF TRANSPORTATION,2016,0.0004823188820820609,offcontract|whole_dollar,,,,
IV0000011825,THE CORP FOR TRAVEL PROMOTION,861500,861500,1,0,,1,2,7.0,1,OFFICE OF TOURISM,2025,0.015815476533044562,whole_dollar|offcontract,,,,
TAY10463,NAME REDACTED,152500,152500,1,0,,1,2,7.0,1,INDUSTRIAL COMMISSION,2021,0.01272991746727536,offcontract|whole_dollar,,,,
VC0000079718,A F S ASSOCIATES LLC,186915,186915,1,0,,1,2,7.0,1,STATE TREASURER,2024,0.0005927181128311469,new_vendor_large|offcontract,,,,
IV0000002922,SANOFI PASTUER INC,2141582,1358493,6,0,,1,2,7.0,1,DEPT OF HEALTH SERVICES,2021,0.0012173237871605006,offcontract|whole_dollar,,,,
PZ000001106,HUNTER CONTRACTING COMPANY,2009412,1148711,7,0,,1,2,7.0,1,DEPT OF TRANSPORTATION,2016,0.00042612501091551206,offcontract|whole_dollar,,,,
IV0000057914,DATA PRINCIPLES LLC,107605,107605,1,0,,1,2,7.0,1,LOTTERY COMMISSION,2025,0.0010413091168797483,whole_dollar|offcontract,,,,
VC0000077305,KWOK FU CHOI AND SHAPIRO LAW TEAM,150000,150000,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2024,5.665021193172591e-05,new_vendor_large|offcontract,,,,
IV0000065447,QUARLES & BRADY LLP,375000,375000,1,0,,1,2,7.0,1,DEPT OF ECONOMIC SECURITY,2025,3.902279343742847e-05,whole_dollar|offcontract,,,,
IV0000001184,TRANE US INC,693200,693200,4,0,,1,2,7.0,2,DEPT OF TRANSPORTATION,2021,0.00016953900746916116,whole_dollar|offcontract,,,,
IV0000035998,READY AMERICA INC,108076,108076,1,0,,1,2,7.0,1,DEPT OF HEALTH SERVICES,2021,8.249565212863553e-05,offcontract|whole_dollar,,,,
VC0000079736,1 DAY TRANSPORTATION LLC,190000,190000,1,0,,1,2,7.0,1,STATE TREASURER,2024,0.0006025013393153691,offcontract|new_vendor_large,,,,
IV0000000983,PRISMA GRAPHIC CORP,211304,211304,2,0,,1,2,7.0,1,DEPT OF TRANSPORTATION,2021,6.66221930526755e-05,offcontract|whole_dollar,,,,
VC0000083579,"NEXGENT, INC.",124258,124258,1,0,,1,2,7.0,1,STATE TREASURER,2025,0.0007623293109694895,new_vendor_large|offcontract,,,,
VC0000004303,THE CORPORATION FOR TRAVEL PROMOTION,625000,625000,1,0,,1,2,7.0,1,OFFICE OF TOURISM,2016,0.023062866811760393,offcontract|whole_dollar,,,,
VC0000049968,PKA PARTNERS LLC,8271216,8271216,48,0,,48,2,7.0,1,DEPT OF ECONOMIC SECURITY,2021,0.0004439589749040276,whole_dollar|offcontract,,,,
PZ000055297,OWENS HARKEY STRATEGIC COMMUNICATIONS LLC,221457,221457,1,0,,1,2,7.0,1,LOTTERY COMMISSION,2018,0.0004061681442884014,new_vendor_large|offcontract,,,,
PZ000018229,YOUNG MENS CHRISTIAN ASSOCIATION OF TUCSON AZ,104153,104153,1,0,,1,2,7.0,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2021,0.001351252449036928,whole_dollar|offcontract,,,,
IV0000012122,ORIGAMI RISK,1216220,1216220,3,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2024,0.0002609614030683991,whole_dollar|offcontract,,,,
SNO19768,NAME REDACTED,539850,539850,4,0,,2,2,7.0,1,INDUSTRIAL COMMISSION,2017,0.019469670725762982,offcontract|whole_dollar,,,,
PZ000031833,ARIZONA COMFORT ZONE LLC,573161,120590,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2016,0.0007867835502354657,offcontract|whole_dollar,,,,
VC0000041789,TALONYA ADAMS,600000,600000,2,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2023,0.0002710556439498004,person_name_payee,,,,
PZ000038390,SOLACOM TECHNOLOGIES INC.,928858,928858,1,0,,1,2,7.0,1,DEPT OF ADMINISTRATION,2018,0.000602451336841167,offcontract|new_vendor_large,,,,
PZ000054079,TELESOFT LLC,22555670,17038688,44,0,,1,2,7.0,6,DEPT OF CORRECTIONS,2017,0.00942804325491801,offcontract|new_vendor_large,,,,
IV0000069132,MODERNA US INC,965457,965457,6,0,,1,2,7.0,1,DEPT OF HEALTH SERVICES,2024,0.0011502436482759687,offcontract|new_vendor_large,,,,
VC0000053583,ARIZONA THOROUGHBRED BREEDERS ASSOCIATION,3899990,3899990,31,0,,1,2,7.0,1,DEPT OF GAMING,2023,0.008937996482683518,offcontract|whole_dollar,,,,
PZ000000904,DAKTRONICS INC,348341,348341,1,0,,1,2,7.0,1,DEPT OF TRANSPORTATION,2017,0.00011544888726486347,offcontract|new_vendor_large,,,,
SED85608,NAME REDACTED,105000,105000,1,0,,1,2,7.0,1,INDUSTRIAL COMMISSION,2024,0.011414970534222862,offcontract|whole_dollar,,,,
PZ000016898,PIMA AGENCY AK-CHIN INDIAN COMMUNITY,1382966,1382966,2,0,,2,2,7.0,1,DEPT OF WATER RESOURCES,2018,0.02594281005784471,whole_dollar|offcontract,,,,
PZ000013074,TUCSON ELECTRIC POWER COMPANY,10948575,9152660,50,0,,4,2,7.0,3,DEPT OF CORRECTIONS,2016,0.012813958700743455,offcontract|whole_dollar|no_contract_named,,,,
VC0000012348,CRANE AND HOIST OF ARIZONA INC,328019,328019,2,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00010875969294111746,offcontract|new_vendor_large,,,,
VC0000029465,"RI CS1, LLC",1322396,1322396,2,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00044803629852249645,offcontract|whole_dollar,,,,
PZ000051968,THE ACCOMAZZO COMPANY,241351,241351,2,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00014037495362181877,new_vendor_large|offcontract,,,,
VC0000009742,MORAN AND SONS LUMBER CO INC,155800,155800,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,6.0658426157025685e-05,offcontract|whole_dollar,,,,
VC0000036049,LEEDS AND BRADFORD BOILER CO LTD,821417,821417,4,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00017310581767040887,offcontract|new_vendor_large,,,,
VC0000037669,RUSKIN R LINES JR,941307,941307,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00032306030794168193,new_vendor_large|offcontract,,,,
IV0000049520,HAWK CONTRACTING LLC,6169870,6004657,20,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2024,0.0010995644223527258,offcontract|whole_dollar|no_contract_named,,,,
PZ000000873,ROSS AERIAL EQUIPMENT LLC,182395,182395,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,7.220089114722747e-05,new_vendor_large|offcontract,,,,
IV0000000566,C S CONSTRUCTION INC,16865836,14130817,33,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.001673900720757968,offcontract|no_contract_named|whole_dollar|true_duplicate,,,,
IV0000002530,KENNETH PORTER,1090067,985686,5,0,,1,2,6.5,1,DEPT OF CORRECTIONS,2023,0.0005983952327505736,new_vendor_large|offcontract|whole_dollar,,,,
PZ000027068,STEWART TITLE & TRUST OF PHOENIX INC,4322507,4175271,23,0,,12,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0025754841856807206,offcontract|whole_dollar,,,,
IV0000036647,SHARP CONSTRUCTION LLC,4340162,4340162,16,0,,1,2,6.5,1,DEPT OF VETERANS SERVICES,2023,0.05950407575321117,offcontract|new_vendor_large,,,,
PZ000009865,HAYDON BUILDING CORP,60515691,18806892,59,0,,1,2,6.5,2,DEPT OF TRANSPORTATION,2016,0.01407281223944195,offcontract|whole_dollar|no_contract_named,,,,
IV0000052927,FRONTIER COMMUNICATIONS HOLDINGS LLC,291671,291671,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2024,5.131354460111037e-05,offcontract|new_vendor_large,,,,
VC0000037671,PAUL ANDERSON LINES,941307,941307,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0003230603048150194,new_vendor_large|offcontract,,,,
IV0000003082,SALT RIVER PROJECT AGRICULTURAL I & P DISTRICT,24053256,9852007,46,0,,1,2,6.5,4,DEPT OF TRANSPORTATION,2021,0.00408741905575838,offcontract|whole_dollar,,,,
VC0000012606,FORESIGHT GROUP HOLDINGS II LLC,460389,460389,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.00016317940881028126,offcontract|new_vendor_large,,,,
VC0000032522,WALTER INVESTMENT MANAGEMENT CORP.,225000,225000,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,7.049155489960767e-05,whole_dollar|offcontract,,,,
IV0000001506,AJP ELECTRIC INC,1567804,1567804,9,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2023,0.000319112230116779,offcontract|whole_dollar,,,,
VC0000031674,"FELIPE PEREZ FARMS, INC.",372829,372829,2,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0001236172931249939,offcontract|new_vendor_large,,,,
IV0000001862,DLR GROUP,1883829,660549,5,0,,1,2,6.5,2,DEPT OF CORRECTIONS,2023,0.003680935335785873,whole_dollar|offcontract,,,,
PZ000055303,PACIFIC KILN & INSULATIONS CO. INC.,1342332,1342332,7,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0003262851525233617,offcontract|new_vendor_large,,,,
VC0000045894,FOX ROTHSCHILD LLP,143065,143065,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,4.772534165370738e-05,new_vendor_large|offcontract,,,,
PZ000016007,BUESING CORP,1157981,1157981,3,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00040626407773912415,offcontract|new_vendor_large,,,,
VC0000036081,MONARCH LATHES LP,218526,218526,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,9.278280385135728e-05,new_vendor_large|offcontract,,,,
IV0000004150,KINNEY CONSTRUCTION SERVICES INC,2299457,1709910,8,0,,5,2,6.5,2,GAME AND FISH DEPARTMENT,2023,0.010434680292655816,whole_dollar|offcontract|new_vendor_large,,,,
VC0000083306,ENTER THE EARTH INC,163381,163381,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2025,3.5115650886878166e-05,offcontract|new_vendor_large,,,,
PZ000009484,"PCL CONSTRUCTION\, INC.",1137476,1137476,2,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.0003866673277677027,offcontract|new_vendor_large,,,,
PZ000000308,SUNLAND INC ASPHALT AND SEALCOATING,54850233,45721437,110,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.009667702463782938,offcontract|whole_dollar|no_contract_named,,,,
PZ000045559,COFFMAN SPECIALTIES INC,65387440,33405569,14,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.00787548480303549,offcontract|no_contract_named|peer_outlier|whole_dollar,,,,
VC0000072109,JOY JONES,297579,297579,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2025,6.425100586124657e-05,person_name_payee|offcontract,,,,
VC0000037673,CHRISTOPHER ARTHUR LINES,941307,941307,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0003230603048150194,offcontract|new_vendor_large,,,,
PZ000004296,THE SJ ANDERSON COMPANY,17069059,6340299,28,0,,1,2,6.5,9,DEPT OF ADMINISTRATION,2016,0.08913465967111227,offcontract|whole_dollar,,,,
VC0000056857,CHEUVRONT CONSTRUCTION INC,570098,570098,3,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.0001994552827171723,offcontract|whole_dollar,,,,
PZ000034620,PAVECO INC.,870707,870707,2,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00025338669987237374,offcontract|new_vendor_large,,,,
PZ000058243,JVI ARIZONA LLC,676043,676043,4,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0001877267568435843,offcontract|new_vendor_large,,,,
IV0000070320,MICHIANA CONTRACTING INC,1734386,1734386,7,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2024,0.00037819714868614444,offcontract|new_vendor_large,,,,
PZ000006751,AJP ELECTRIC INC,2703075,2235957,14,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0007241618750106403,offcontract|whole_dollar,,,,
VC0000035270,MERCURY PARTNERS LP,253431,253431,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,8.402905549894934e-05,new_vendor_large|offcontract,,,,
VC0000006947,BLUE BEACON USA LPII,130942,130942,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,5.510495222532789e-05,new_vendor_large|offcontract,,,,
PZ000005646,ELLISON MACHINERY COMPANY,269032,269032,2,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.00012904847877835763,new_vendor_large|offcontract,,,,
VC0000033827,MOUNTAIN PARK COMMUNITY CHURCH,1090680,1090680,4,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00029474216639717503,offcontract|new_vendor_large,,,,
IV0000000355,ABBCO SIGN GROUP INC,2720363,2720363,13,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.000504852039140333,offcontract|whole_dollar,,,,
IV0000008647,OUTFRONT MEDIA LLC,444938,444938,2,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2021,6.070848742190355e-05,offcontract|whole_dollar,,,,
PZ000008951,JE DUNN CONSTRUCTION,3611171,2760010,10,0,,1,2,6.5,2,DEPT OF CORRECTIONS,2016,0.001781405510755981,whole_dollar|offcontract,,,,
IV0000006611,PULICE CONSTRUCTION INC,76397460,76397460,87,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.010723701344441765,offcontract|no_contract_named|whole_dollar,,,,
PZ000016743,SHOW LOW CONSTRUCTION INC,16858608,10456934,26,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0022890675871218105,offcontract|whole_dollar|no_contract_named,,,,
IV0000064049,6781 OUTLOOK LLC,120307,120307,1,0,,1,2,6.5,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,2023,0.0028179285602469937,offcontract|new_vendor_large,,,,
PZ000047797,"SUNDT/VASTCO\, A JOINT VENTURE",36476165,36353057,26,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.009495006417771007,offcontract|no_contract_named|whole_dollar,,,,
PZ000055515,VULCAN ENGINEERING COMPANY INC,2016254,2016254,4,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00039990357694052726,offcontract|new_vendor_large,,,,
VC0000024114,STILL WATER CONCEPTS LLC,2347740,2347740,4,0,,4,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0006603173901966699,whole_dollar|offcontract,,,,
IV0000061165,CALDWELL WATZA CONSTRUCTION,296944,296944,2,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2023,6.539159329407321e-05,new_vendor_large|offcontract,,,,
VC0000009807,DEL WEBB HOME CONSTRUCTION INC,253431,253431,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,8.402905549894934e-05,new_vendor_large|offcontract,,,,
PZ000010093,INTERMOUNTAIN SLURRY SEAL INC,1839208,1839208,3,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.0005557008502769912,new_vendor_large|offcontract,,,,
PZ000032751,AMES CONSTRUCTION INC,57601566,42088060,47,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.007109695693709665,offcontract|no_contract_named|whole_dollar,,,,
IV0000003623,EARTH RESOURCES CORP,8725473,7737650,20,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.000932431876997942,offcontract|whole_dollar|no_contract_named,,,,
PZ000036807,DICKINSON WRIGHT PLLC,9904524,9904524,11,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0013439144489483033,offcontract|no_contract_named|whole_dollar,,,,
IV0000007156,CHASE CARSON & WHITE LLC,1670821,1670821,6,0,,3,2,6.5,1,DEPT OF VETERANS SERVICES,2024,0.01432742493042084,offcontract|new_vendor_large|whole_dollar,,,,
IV0000006785,VASTCO INC,17454477,17454477,57,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.0020526616678006623,offcontract|whole_dollar,,,,
VC0000045546,DDCFRJ INVESTMENTS LP,175000,175000,1,0,,1,2,6.5,1,DEPT OF CHILD SAFETY,2018,0.0001472009464563298,whole_dollar|offcontract,,,,
VC0000038192,CARVER MOUNTAIN ENTERPRISES,879314,879314,2,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00024582915144266584,offcontract|new_vendor_large,,,,
PZ000058346,"CAD BLU, INC",157150,157150,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,5.789484674032727e-05,new_vendor_large|offcontract,,,,
PZ000046939,UNION PACIFIC RAILROAD,2589460,1094767,5,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0010701800277531709,offcontract|whole_dollar,,,,
PZ000000783,MCCARTHY BROTHERS CO,198683,198683,1,0,,1,2,6.5,1,DEPT OF CORRECTIONS,2016,0.0001640229366080104,whole_dollar|offcontract,,,,
PZ000055301,"EMSCO\, INC.",677864,677864,3,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0001734216158722638,offcontract|whole_dollar|new_vendor_large,,,,
PZ000002021,MP NEXLEVEL,132671,132671,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.00015763104408982856,new_vendor_large|offcontract,,,,
PZ000030522,BLUCOR CONTRACTING INC,252908,252908,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.00015499330123687607,offcontract|new_vendor_large,,,,
PZ000055308,"STEWART TRANSPORT, INC.",119950,119950,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,4.7587953789345976e-05,offcontract|new_vendor_large,,,,
PZ000006469,AVAYA INC,136122,136122,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,4.256073068019923e-05,new_vendor_large|offcontract,,,,
VC0000013086,THE NEWPORT GROUP 22 LLC,707917,707917,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.0002507644296810334,offcontract|new_vendor_large,,,,
VC0000037659,PARKINSON TECHNOLOGIES INC.,358432,358432,3,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2017,7.505922349907973e-05,offcontract|new_vendor_large|whole_dollar,,,,
VC0000032841,COMPUTERSHARE HOLDINGS INC.,177138,177138,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,5.283269826242416e-05,offcontract|whole_dollar,,,,
VC0000041087,BBC LONGVIEW LLC,350000,350000,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.00011612308377392681,new_vendor_large|offcontract,,,,
PZ000015721,EARTH RESOURCES CORPORATION,3166169,3166169,9,0,,4,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0006277913133476285,offcontract|new_vendor_large,,,,
VC0000009238,YAVAPAI APACHE NATION,247066,247066,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,8.191855829106875e-05,offcontract|whole_dollar,,,,
PZ000055550,WISCONSIN OVEN CORPORATION,107140,107140,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,8.6272263897924e-05,new_vendor_large|offcontract,,,,
VC0000035060,HIEN TRONG MA,251910,251910,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,8.348908087998493e-05,offcontract|new_vendor_large,,,,
VC0000032965,"DYSART BELL PROPERTY INVESTORS, LLC",402284,402284,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00013338342353805317,offcontract|new_vendor_large,,,,
PZ000032657,GREY MOUNTAIN CONSTRUCTION LLC,9687820,5233950,19,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0016795552909833116,offcontract|whole_dollar,,,,
IV0000088159,GILA RIVER INDIAN COMMUNITY,6056053,6056053,7,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2025,0.0012279642783174904,offcontract|no_contract_named|whole_dollar,,,,
PZ000004885,GREAT AMERICAN TITLE AGENCY,134990,134990,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,7.160857169281252e-05,offcontract|whole_dollar,,,,
PZ000047793,APACHE EQUIPMENT CORPORATION,273057,273057,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2018,0.00015714733382071484,whole_dollar|offcontract,,,,
VC0000013740,RIMEX INC,136962,136962,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.00011339188412621197,new_vendor_large|offcontract,,,,
VC0000022693,AZ GAME & FISH DEPARTMENT,191361,191361,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2023,4.4668898532319045e-05,new_vendor_large|offcontract,,,,
IV0000032085,ARCHER WESTERN CONSTRUCTION LLC,484945,484945,3,0,,3,2,6.5,1,DEPT OF TRANSPORTATION,2023,0.00016237996771958823,new_vendor_large|offcontract,,,,
IV0000028904,PAVECO INC,28728029,27528143,41,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.00293213400572732,offcontract|no_contract_named|whole_dollar,,,,
IV0000000708,TECHNOLOGY CONSTRUCTION INC,10711082,10711082,34,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.0014488098758185318,offcontract|whole_dollar,,,,
PZ000005477,SD CRANE BUILDER INC,5533291,1276148,7,0,,2,2,6.5,6,DEPT OF ADMINISTRATION,2016,0.02927336206106813,whole_dollar|offcontract,,,,
PZ000000055,GRANITE CONSTRUCTION COMPANY,33272768,22217474,57,0,,2,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.00613928507227147,offcontract|no_contract_named|whole_dollar,,,,
VC0000071664,KORRAL KOOL SERVICE INC,109866,109866,1,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2023,4.583984181331911e-05,new_vendor_large|offcontract,,,,
IV0000081132,EX2 TECHNOLOGY LLC,19625831,19625831,9,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2024,0.0040738261657391195,offcontract|no_contract_named|new_vendor_large,,,,
PZ000022389,MCCAULEY CONSTRUCTION INC,1409118,1409118,7,0,,4,2,6.5,1,DEPT OF TRANSPORTATION,2017,0.0003178491839224968,offcontract|new_vendor_large,,,,
VC0000011453,FALCONE BROTHERS AND ASSOCIATES INC,1227874,1227874,5,0,,5,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.0003762708434404843,new_vendor_large|offcontract,,,,
IV0000004222,J BANICKI CONSTRUCTION INC,24105844,23987005,51,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2021,0.0018228397991429863,offcontract|no_contract_named|whole_dollar,,,,
PZ000018779,A J ROBERTS INDUSTRIAL INC,5548710,2359479,15,0,,1,2,6.5,1,DEPT OF TRANSPORTATION,2016,0.0011311394839751635,whole_dollar|offcontract,,,,
