entity_name,names_merged,n_vendor_ids,hv_txn,hv_exposure,n_flagged,flagged_exposure,n_tier1,usd_tier1,n_tier2,top_tier,max_risk_score,first_year,last_year,n_agencies,agencies,top_markers,verify_verdict,overtaker_interest,public_context,entity_key
GALLAGHER & KENNEDY PA,2,4,13,11229020,6,1475801,0,,1,2,9.0,2016,2025,2,ATTORNEY GENERAL (DEPT OF LAW)|DEPT OF ADMINISTRATION,offcontract|round_100k,,,,GALLAGHER & KENNEDY PA
TMC MEDICAL NETWORK,1,1,5,717025,5,717025,0,,2,2,9.0,2022,2025,1,DEPT OF CHILD SAFETY,offcontract|true_duplicate,,,,TMC MEDICAL NETWORK
BANNER,1,1,12,1623981,12,1623981,0,,5,2,9.0,2021,2024,1,DEPT OF CHILD SAFETY,offcontract|new_vendor_large|true_duplicate,,,,BANNER
HIGHER GROUND A RESOURCE CENTER,1,1,15,5144192,2,2300000,0,,2,2,9.0,2022,2025,2,GOVERNOR'S OFFICE|DEPT OF EDUCATION,whole_dollar|new_vendor_large,,,,HIGHER GROUND A RESOURCE CENTER
COMPUTRONIX,1,2,10,1481878,4,520445,0,,2,2,9.0,2017,2025,1,DEPT OF LIQUOR LICENSES AND CONTROL,whole_dollar|new_vendor_large|offcontract,,,,COMPUTRONIX
"GARY ALLEN TOURS, INC",1,1,2,200000,2,200000,0,,1,2,9.0,2016,2019,1,EXPOSITION AND STATE FAIR BOARD,round_100k|offcontract,,,,"GARY ALLEN TOURS, INC"
BANNER THUNDERBIRD MEDICAL CENTER,1,1,11,1393161,11,1393161,0,,2,2,9.0,2022,2025,1,DEPT OF CHILD SAFETY,offcontract|true_duplicate,,,,BANNER THUNDERBIRD MEDICAL CENTER
TRIPLE D PRODUCTIONS,1,1,1,100000,1,100000,0,,1,2,9.0,2016,2016,1,EXPOSITION AND STATE FAIR BOARD,round_100k|offcontract,,,,TRIPLE D PRODUCTIONS
GLYNLYON,1,1,3,474431,3,474431,0,,1,2,9.0,2018,2020,1,DEPT OF EDUCATION,whole_dollar|new_vendor_large,,,,GLYNLYON
ST JOSEPHS HOSPITAL-PHX,3,7,654,569085569,8,1041183,0,,2,2,9.0,2016,2025,3,AHCCCS|DEPT OF CHILD SAFETY|DEPT OF HEALTH SERVICES,offcontract|true_duplicate,,,,ST JOSEPHS HOSPITAL-PHX
RESOURCE INNOVATIONS INC,1,1,1,110433,1,110433,0,,1,2,9.0,2025,2025,1,GOVERNOR'S OFFICE,new_vendor_large|whole_dollar,,,,RESOURCE INNOVATIONS INC
MAINSTREAM TECHNOLOGIES,1,1,5,575505,3,363521,0,,1,2,9.0,2023,2024,1,DEPT OF EDUCATION,new_vendor_large|whole_dollar,,,,MAINSTREAM TECHNOLOGIES
WATERFORD RESEARCH INSTITUTE,1,1,4,777708,4,777708,0,,2,2,9.0,2023,2025,1,DEPT OF EDUCATION,whole_dollar|new_vendor_large,,,,WATERFORD RESEARCH INSTITUTE
APPLIED MEMETICS LLC,1,1,88,22508321,34,12158148,0,,2,2,9.0,2022,2024,1,DEPT OF HEALTH SERVICES,new_vendor_large|whole_dollar,,,,APPLIED MEMETICS LLC
BANNER DESERT CARE CENTER,1,1,10,2457246,10,2457246,0,,2,2,9.0,2022,2025,1,DEPT OF CHILD SAFETY,offcontract|true_duplicate,,,,BANNER DESERT CARE CENTER
RIVERSIDE ASSESSMENTS LLC,1,1,4,1455706,2,681259,0,,2,2,9.0,2022,2024,1,DEPT OF EDUCATION,true_duplicate|offcontract,,,,RIVERSIDE ASSESSMENTS LLC
ARIZONA STATE FIRE TRAINING COMMITTEE,1,1,4,650000,4,650000,0,,1,2,9.0,2022,2025,1,DEPT OF FORESTRY AND FIRE MANAGEMENT,offcontract|round_100k,,,,ARIZONA STATE FIRE TRAINING COMMITTEE
LOOKOUT MOUNTAIN HEALTHCARE INC,1,1,2,240250,2,240250,0,,2,2,9.0,2021,2021,1,DEPT OF HEALTH SERVICES,new_vendor_large|whole_dollar,,,,LOOKOUT MOUNTAIN HEALTHCARE INC
PHOENIX CHILDRENS HOSPITAL INC,2,3,44,18346709,37,14209670,0,,3,2,9.0,2021,2025,2,DEPT OF CHILD SAFETY|BOARD OF NURSING,offcontract|true_duplicate|no_contract_named,,,,PHOENIX CHILDRENS HOSPITAL INC
LIBERA,1,1,4,738993,4,738993,0,,1,2,9.0,2023,2025,1,DEPT OF ECONOMIC SECURITY,whole_dollar|new_vendor_large,,,,LIBERA
LAKE PLEASANT HEALTHCARE INCORPORATED,1,1,3,324750,3,324750,0,,3,2,9.0,2021,2021,1,DEPT OF HEALTH SERVICES,new_vendor_large|whole_dollar,,,,LAKE PLEASANT HEALTHCARE INCORPORATED
SHERMAN & HOWARD LLC,1,2,34,4845959,14,1626006,0,,1,2,9.0,2016,2025,1,DEPT OF HEALTH SERVICES,whole_dollar|offcontract|round_100k,,,,SHERMAN & HOWARD LLC
KIMLEY-HORN AND ASSOCIATES INC,1,2,185,43126470,136,33442618,0,,5,2,9.0,2016,2025,1,DEPT OF TRANSPORTATION,offcontract|peer_outlier|whole_dollar,,,,KIMLEY-HORN AND ASSOCIATES INC
AMBULNZ INCORPORATED,1,1,3,402950,3,402950,0,,3,2,9.0,2022,2022,1,DEPT OF HEALTH SERVICES,whole_dollar|new_vendor_large,,,,AMBULNZ INCORPORATED
NFRA INC,1,2,11,1836304,7,1282586,0,,3,2,9.0,2016,2025,1,DEPT OF TRANSPORTATION,offcontract|true_duplicate|whole_dollar,,,,NFRA INC
PRISON LAW OFFICE,1,1,13,5901551,11,5401551,0,,5,2,9.0,2019,2025,1,DEPT OF CORRECTIONS,offcontract|whole_dollar|round_100k,,,,PRISON LAW OFFICE
"SUTHERLAND GOVERNMENT SOLUTIONS\, INC.",1,1,1,169995,1,169995,0,,1,2,9.0,2018,2018,1,SECRETARY OF STATE (DEPT OF STATE),new_vendor_large|whole_dollar,,,,"SUTHERLAND GOVERNMENT SOLUTIONS\, INC."
TAFT STETTINIUS & HOLLISTER LLP,1,1,5,625247,5,625247,0,,1,2,9.0,2025,2025,1,DEPT OF HEALTH SERVICES,new_vendor_large|whole_dollar,,,,TAFT STETTINIUS & HOLLISTER LLP
ARIZONA LATINO LEADERS IN EDUCATION,1,1,4,1268792,2,863938,0,,1,2,9.0,2022,2023,1,DEPT OF EDUCATION,whole_dollar|new_vendor_large,,,,ARIZONA LATINO LEADERS IN EDUCATION
SOCIETAL SYSTEMS INC,1,1,1,126000,1,126000,0,,1,2,9.0,2025,2025,1,SUPREME COURT,whole_dollar|new_vendor_large,,,,SOCIETAL SYSTEMS INC
"VAL PRODUCTIONS, INC",1,1,1,100000,1,100000,0,,1,2,9.0,2016,2016,1,EXPOSITION AND STATE FAIR BOARD,offcontract|round_100k,,,,"VAL PRODUCTIONS, INC"
R AND B TREE REMOVAL LLC,1,1,1,105300,1,105300,0,,1,2,8.4,2022,2022,1,DEPT OF TRANSPORTATION,whole_dollar|new_vendor_large,,,,R AND B TREE REMOVAL LLC
UNITED STATE POSTAL SERVICE,1,1,2,490300,2,490300,0,,1,2,8.4,2020,2021,1,DEPT OF REVENUE,offcontract|round_100k|whole_dollar,,,,UNITED STATE POSTAL SERVICE
MICROSOFT CORP - CORP ACCOUNTS,1,1,97,39549521,81,31784520,0,,13,2,8.4,2019,2024,2,SUPREME COURT|DEPT OF CHILD SAFETY,whole_dollar|true_duplicate|round_100k|offcontract,,,,MICROSOFT CORP - CORP ACCOUNTS
ROBERT E PORTER CONSTRUCTION CO INC,1,1,4,947164,4,947164,0,,4,2,8.4,2021,2021,1,DEPT OF ADMINISTRATION,new_vendor_large|whole_dollar,,,,ROBERT E PORTER CONSTRUCTION CO INC
PROGRESSIVE SERVICES,1,1,7,1335480,4,745680,0,,1,2,8.4,2021,2025,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,new_vendor_large|whole_dollar,,,,PROGRESSIVE SERVICES
PAC-12 MMR,1,1,1,100000,1,100000,0,,1,2,8.4,2023,2023,1,DEPT OF TRANSPORTATION,offcontract|round_100k,,,,PAC-12 MMR
"INRIX\, INC.",1,1,2,450000,2,450000,0,,2,2,8.4,2018,2018,1,DEPT OF TRANSPORTATION,new_vendor_large|whole_dollar,,,,"INRIX\, INC."
NATIONAL GOVERNORS ASSOCIATION,1,1,7,911400,7,911400,0,,1,2,8.4,2017,2023,1,GOVERNOR'S OFFICE,whole_dollar|new_vendor_large,,,,NATIONAL GOVERNORS ASSOCIATION
TARANEH PARAVAR,1,1,1,110000,1,110000,0,,1,2,8.4,2021,2021,1,STATE TREASURER,person_name_payee|new_vendor_large,,,,TARANEH PARAVAR
COLFIN PHX TOWER FUNDING LLC,1,1,13,1936235,12,1676235,0,,6,2,8.4,2016,2019,2,SUPREME COURT|DEPT OF CHILD SAFETY,offcontract|whole_dollar|true_duplicate,,,,COLFIN PHX TOWER FUNDING LLC
NORWOOD EQUIPMENT LLC,1,1,3,737368,2,621415,0,,1,2,8.4,2024,2025,1,DEPT OF TRANSPORTATION,whole_dollar|peer_outlier,,,,NORWOOD EQUIPMENT LLC
CENTURYLINK COMMUNICATIONS LLC,1,2,143,37821163,52,16606802,0,,8,2,8.4,2016,2025,8,DEPT OF TRANSPORTATION|DEPT OF REVENUE|COURT OF APPEALS|DEPT OF HOMELAND SECURITY|SUPREME COURT|DEPT OF ECONOMIC SECURITY|LOTTERY COMMISSION|DEPT OF ADMINISTRATION,offcontract|whole_dollar|true_duplicate|peer_outlier,,,,CENTURYLINK COMMUNICATIONS LLC
SPERIDIAN TECHNOLOGIES LLC,1,1,1,165000,1,165000,0,,1,2,8.4,2025,2025,1,DEPT OF HOUSING,whole_dollar|new_vendor_large,,,,SPERIDIAN TECHNOLOGIES LLC
THE LEADER LAW FIRM PC,1,1,5,4748443,2,400000,0,,2,2,8.4,2016,2022,1,DEPT OF ADMINISTRATION,offcontract|round_100k,,,,THE LEADER LAW FIRM PC
JOHN JARAB,1,1,1,116515,1,116515,0,,1,2,8.4,2018,2018,1,DEPT OF ADMINISTRATION,person_name_payee|new_vendor_large,,,,JOHN JARAB
AMERICAN FENCE AND SECURITY CO INC,1,1,16,2311148,10,1454873,0,,1,2,8.4,2016,2019,3,DEPT OF TRANSPORTATION|DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF CORRECTIONS,whole_dollar|offcontract|round_100k,,,,AMERICAN FENCE AND SECURITY CO INC
SCINTREX LTD,1,1,1,100000,1,100000,0,,1,2,8.4,2018,2018,1,DEPT OF WATER RESOURCES,round_100k|june_round,,,,SCINTREX LTD
SAN TAN AUTO PARTNERS LLC,1,1,30,4652187,19,2912440,0,,3,2,8.4,2021,2025,3,DEPT OF ADMINISTRATION|DEPT OF CORRECTIONS|DEPT OF TRANSPORTATION,true_duplicate|whole_dollar|offcontract,,,,SAN TAN AUTO PARTNERS LLC
DOLORES CAMACHO,1,1,1,114000,1,114000,0,,1,2,8.4,2023,2023,1,DEPT OF ADMINISTRATION,person_name_payee|new_vendor_large,,,,DOLORES CAMACHO
JOEL HUBER,1,1,1,250000,1,250000,0,,1,2,8.4,2022,2022,1,DEPT OF ADMINISTRATION,person_name_payee|new_vendor_large,,,,JOEL HUBER
DATAWORKS PLUS LLC,1,1,12,4107376,4,1656093,0,,1,2,8.4,2022,2025,1,DEPT OF PUBLIC SAFETY,peer_outlier|whole_dollar,,,,DATAWORKS PLUS LLC
TRACE3 INC,2,1,6,3381064,4,2880106,0,,3,2,8.4,2019,2021,1,DEPT OF ADMINISTRATION,whole_dollar|peer_outlier,,,,TRACE3 INC
ALR CONSTRUCTION MANAGEMENT,1,1,5,958006,3,656560,0,,2,2,8.4,2021,2025,2,DEPT OF CORRECTIONS|DEPT OF EMERGENCY AND MILITARY AFFAIRS,whole_dollar|new_vendor_large|offcontract,,,,ALR CONSTRUCTION MANAGEMENT
IMAGE TREND LLC,1,1,2,210589,2,210589,0,,1,2,8.4,2025,2025,1,DEPT OF HEALTH SERVICES,true_duplicate|offcontract,,,,IMAGE TREND LLC
EMPIRE SOUTHWEST LLC,1,3,98,21073523,42,10191839,0,,2,2,8.4,2016,2025,5,DEPT OF EMERGENCY AND MILITARY AFFAIRS|GAME AND FISH DEPARTMENT|DEPT OF ADMINISTRATION|DEPT OF CORRECTIONS|DEPT OF TRANSPORTATION,whole_dollar|true_duplicate|peer_outlier|offcontract,,,,EMPIRE SOUTHWEST LLC
QWEST COMMUNICATIONS CORP,1,1,9,2178272,9,2178272,0,,6,2,8.4,2017,2018,1,DEPT OF ADMINISTRATION,offcontract|true_duplicate,,,,QWEST COMMUNICATIONS CORP
3M CO,2,2,63,17455640,51,14605114,0,,4,2,8.4,2016,2025,1,DEPT OF CORRECTIONS,offcontract|true_duplicate|whole_dollar,,,,3M CO
LINEV SYSTEMS,1,1,3,2328500,2,2071770,0,,2,2,8.4,2023,2023,1,DEPT OF CORRECTIONS,peer_outlier|whole_dollar,,,,LINEV SYSTEMS
DIAMOND RIDGE DEVELOPMENT CORP,1,2,230,50852569,146,31432566,0,,44,2,8.4,2018,2025,6,DEPT OF ADMINISTRATION|PARKS BOARD|DEPT OF EMERGENCY AND MILITARY AFFAIRS|GAME AND FISH DEPARTMENT|INDUSTRIAL COMMISSION|DEPT OF TRANSPORTATION,offcontract|true_duplicate|whole_dollar,,,,DIAMOND RIDGE DEVELOPMENT CORP
ROSENBAUER MINNESOTA LLC,1,1,1,842296,1,842296,0,,1,2,8.4,2025,2025,1,DEPT OF TRANSPORTATION,peer_outlier|new_vendor_large,,,,ROSENBAUER MINNESOTA LLC
CHRYSTAL ANGOTTI,1,0,1,702910,1,702910,0,,1,2,8.4,2020,2020,1,DEPT OF ADMINISTRATION,person_name_payee|whole_dollar,,,,CHRYSTAL ANGOTTI
WEX BANK,1,1,67,20411659,10,3140876,0,,2,2,8.4,2022,2025,3,DEPT OF PUBLIC SAFETY|GAME AND FISH DEPARTMENT|DEPT OF TRANSPORTATION,new_vendor_large|whole_dollar,,,,WEX BANK
MATTHEW P MILLEA PLC,1,1,2,265000,1,100000,0,,1,2,8.4,2016,2024,1,DEPT OF ADMINISTRATION,offcontract|round_100k,,,,MATTHEW P MILLEA PLC
TRUE ZERO TECHNOLOGIES LLC,1,1,1,139320,1,139320,0,,1,2,8.4,2025,2025,1,DEPT OF PUBLIC SAFETY,whole_dollar|new_vendor_large,,,,TRUE ZERO TECHNOLOGIES LLC
"WIPAIRE\, INC.",1,1,3,438092,3,438092,0,,1,2,8.4,2018,2018,1,GAME AND FISH DEPARTMENT,new_vendor_large|whole_dollar,,,,"WIPAIRE\, INC."
WORLD WIDE TECHNOLOGY,1,2,54,23799103,13,3210474,0,,3,2,8.4,2016,2025,9,DEPT OF HOMELAND SECURITY|DEPT OF HEALTH SERVICES|ARIZONA STATE RETIREMENT SYSTEM (ASRS)|DEPT OF REVENUE|DEPT OF CORRECTIONS|DEPT OF ADMINISTRATION|DEPT OF ECONOMIC SECURITY|SUPREME COURT|DEPT OF EMERGENCY AND MILITARY AFFAIRS,whole_dollar|peer_outlier|offcontract,,,,WORLD WIDE TECHNOLOGY
UTILITY CRANE AND EQUIPMENT,1,1,3,712458,3,712458,0,,3,2,8.4,2024,2024,1,DEPT OF TRANSPORTATION,whole_dollar|true_duplicate,,,,UTILITY CRANE AND EQUIPMENT
MICROWAVE NETWORKS INC,1,1,6,1442219,1,415175,0,,1,2,8.4,2020,2025,1,DEPT OF PUBLIC SAFETY,whole_dollar|peer_outlier,,,,MICROWAVE NETWORKS INC
BALAR HOLDING CORP,1,2,5,977426,5,977426,0,,3,2,8.4,2016,2021,1,DEPT OF TRANSPORTATION,whole_dollar|true_duplicate|offcontract,,,,BALAR HOLDING CORP
"PRO-LITE, INC.",1,1,1,424980,1,424980,0,,1,2,8.4,2017,2017,1,LOTTERY COMMISSION,new_vendor_large|whole_dollar,,,,"PRO-LITE, INC."
JACOBS TECHNOLOGY INC,1,1,2,841848,2,841848,0,,1,2,8.4,2023,2023,1,DEPT OF PUBLIC SAFETY,new_vendor_large|peer_outlier,,,,JACOBS TECHNOLOGY INC
PHOENIX LOCAL ORGANIZING COMMITTEE,1,2,4,1209000,4,1209000,0,,3,2,8.4,2016,2023,1,OFFICE OF TOURISM,round_100k|offcontract|whole_dollar,,,,PHOENIX LOCAL ORGANIZING COMMITTEE
SALT RIVER PROJECT AGRICULTURAL I & P DISTRICT,1,2,189,72707131,117,37329407,0,,6,2,8.4,2016,2025,3,DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF WATER RESOURCES|DEPT OF TRANSPORTATION,offcontract|no_contract_named|whole_dollar|true_duplicate|round_100k,,,,SALT RIVER PROJECT AGRICULTURAL I & P DISTRICT
JANA HAPPEL,1,1,1,125000,1,125000,0,,1,2,8.4,2018,2018,1,DEPT OF ADMINISTRATION,person_name_payee|new_vendor_large,,,,JANA HAPPEL
ADANI SYSTEMS INC,1,1,25,8170796,24,7830796,0,,8,2,8.4,2022,2023,1,DEPT OF CORRECTIONS,new_vendor_large|peer_outlier|whole_dollar,,,,ADANI SYSTEMS INC
PCARD VENDOR PSA,1,1,55,7280780,55,7280780,0,,39,2,8.4,2016,2025,1,DEPT OF PUBLIC SAFETY,masked_payee|offcontract|whole_dollar,,,,PCARD VENDOR PSA
BLOOMBERG FINANCE LP,1,1,42,6763892,5,1008098,0,,1,2,8.4,2016,2025,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),true_duplicate,,,,BLOOMBERG FINANCE LP
AGENA BIOSCIENCE INC,1,1,1,161814,1,161814,0,,1,2,8.4,2021,2021,1,DEPT OF HEALTH SERVICES,whole_dollar|new_vendor_large,,,,AGENA BIOSCIENCE INC
EFRONT FINANCIAL SOLUTIONS INC,1,1,12,1913014,4,860850,0,,3,2,8.4,2022,2025,1,ARIZONA STATE RETIREMENT SYSTEM (ASRS),whole_dollar|new_vendor_large,,,,EFRONT FINANCIAL SOLUTIONS INC
HANESBRANDS,1,1,8,2732722,8,2732722,0,,1,2,8.4,2021,2021,1,DEPT OF HEALTH SERVICES,new_vendor_large|whole_dollar,,,,HANESBRANDS
FREIGHTLINER OF ARIZONA LLC,1,1,100,27055531,30,8442582,0,,5,2,8.4,2019,2025,5,DEPT OF TRANSPORTATION|DEPT OF CORRECTIONS|DEPT OF ADMINISTRATION|DEPT OF EMERGENCY AND MILITARY AFFAIRS|GAME AND FISH DEPARTMENT,whole_dollar|true_duplicate|offcontract|peer_outlier,,,,FREIGHTLINER OF ARIZONA LLC
VIRTRA SYSTEMS,1,2,10,1578826,7,1130593,0,,1,2,8.4,2017,2021,1,DEPT OF PUBLIC SAFETY,true_duplicate|new_vendor_large,,,,VIRTRA SYSTEMS
THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,1,2,456,141044779,159,47697126,0,,2,2,8.4,2016,2022,1,AHCCCS,offcontract|true_duplicate|whole_dollar,,,,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC
ADAPT PHARMA INC.,1,1,2,434700,2,434700,0,,1,2,8.4,2018,2019,1,DEPT OF HEALTH SERVICES,whole_dollar|new_vendor_large,,,,ADAPT PHARMA INC.
HOLDSWORTH CONSTRUCTION INC,1,1,13,2783573,7,1519760,0,,4,2,7.8,2022,2023,1,DEPT OF ADMINISTRATION,new_vendor_large|whole_dollar,,,,HOLDSWORTH CONSTRUCTION INC
PRESCOTT CREEKS PRESERVATION ASSN,1,1,5,2799620,3,1273560,0,,2,2,7.8,2019,2024,1,DEPT OF TRANSPORTATION,offcontract|true_duplicate,,,,PRESCOTT CREEKS PRESERVATION ASSN
TITLE SECUIRTY,1,1,1,671345,1,671345,0,,1,2,7.8,2018,2018,1,DEPT OF EMERGENCY AND MILITARY AFFAIRS,whole_dollar|person_name_payee,,,,TITLE SECUIRTY
ECONOSMART PROPERTY SERVICES LLC,1,1,11,3014614,2,661314,0,,1,2,7.8,2021,2025,2,DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF ADMINISTRATION,true_duplicate|offcontract,,,,ECONOSMART PROPERTY SERVICES LLC
HAYDON COMPANIES LLC,1,1,7,2329179,7,2329179,0,,6,2,7.8,2024,2025,1,DEPT OF TRANSPORTATION,offcontract|short_tenure_vendor|new_vendor_large,,,,HAYDON COMPANIES LLC
FEDERAL HIGHWAY ADMINISTRATION,1,2,8,3668140,8,3668140,0,,3,2,7.8,2020,2024,2,PARKS BOARD|DEPT OF TRANSPORTATION,offcontract|whole_dollar|round_100k,,,,FEDERAL HIGHWAY ADMINISTRATION
BRIGHTVIEW LANDSCAPE DEVELOPMENT,2,2,50,12063751,32,7136594,0,,9,2,7.8,2016,2019,1,DEPT OF TRANSPORTATION,offcontract|true_duplicate|new_vendor_large,,,,BRIGHTVIEW LANDSCAPE DEVELOPMENT
"STORMWATER PLANS, LLC.",2,1,26,6994508,9,3191932,0,,2,2,7.8,2019,2023,2,DEPT OF ADMINISTRATION|DEPT OF TRANSPORTATION,offcontract|true_duplicate|no_contract_named|whole_dollar,,,,"STORMWATER PLANS, LLC."
C AND E PAVING AND GRADING LLC,1,2,20,5931557,12,3319116,0,,6,2,7.8,2017,2025,2,DEPT OF EMERGENCY AND MILITARY AFFAIRS|DEPT OF TRANSPORTATION,offcontract|new_vendor_large|short_tenure_vendor|whole_dollar,,,,C AND E PAVING AND GRADING LLC
PHIL TOOLE,1,0,1,603776,1,603776,0,,1,2,7.8,2019,2019,1,DEPT OF TRANSPORTATION,whole_dollar|person_name_payee,,,,PHIL TOOLE
M ANDERSON CONSTRUCTION CORP,1,1,8,1770831,3,829749,0,,2,2,7.8,2016,2019,1,DEPT OF TRANSPORTATION,offcontract|true_duplicate,,,,M ANDERSON CONSTRUCTION CORP
CORNERSTONE DETENTION PRODUCTS INC,1,2,15,2862513,4,923356,0,,1,2,7.8,2018,2024,1,DEPT OF CORRECTIONS,new_vendor_large|whole_dollar,,,,CORNERSTONE DETENTION PRODUCTS INC
HOMES DIRECT OF ARIZONA,1,1,28,11390309,11,2783801,0,,1,2,7.8,2021,2025,3,DEPT OF ADMINISTRATION|DEPT OF PUBLIC SAFETY|PARKS BOARD,new_vendor_large|whole_dollar,,,,HOMES DIRECT OF ARIZONA
BPR COMPANIES LLC,1,1,7,1391254,4,928818,0,,1,2,7.8,2024,2025,1,DEPT OF ADMINISTRATION,new_vendor_large|whole_dollar,,,,BPR COMPANIES LLC
ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION,1,1,1,375000,1,375000,0,,1,2,7.5,2016,2016,1,OFFICE OF TOURISM,whole_dollar|offcontract,,,,ARIZONA COLLEGE FOOTBALL CHAMPIONSHIP FOUNDATION
INTERNATIONAL CONSULTING ACQUISITION CORP,1,2,12,1682236,9,1282384,0,,1,2,7.5,2016,2024,1,DEPT OF ADMINISTRATION,whole_dollar|offcontract,,,,INTERNATIONAL CONSULTING ACQUISITION CORP
BLANCHARD TRAINING AND DEVELOPMENT INC,1,2,7,1115657,2,420639,0,,1,2,7.5,2016,2024,3,DEPT OF ECONOMIC SECURITY|DEPT OF HEALTH SERVICES|DEPT OF ADMINISTRATION,whole_dollar|offcontract,,,,BLANCHARD TRAINING AND DEVELOPMENT INC
COPPERSMITH BROCKELMAN PLC,1,2,5,742064,1,108750,0,,1,2,7.5,2022,2024,3,DEPT OF HEALTH SERVICES|DEPT OF ADMINISTRATION|DEPT OF CHILD SAFETY,whole_dollar|offcontract,,,,COPPERSMITH BROCKELMAN PLC
AMERICAN ASSN OF STATE HIGHWAY & TRANSPORT,1,1,6,1118897,6,1118897,0,,4,2,7.5,2020,2025,1,DEPT OF TRANSPORTATION,offcontract|whole_dollar,,,,AMERICAN ASSN OF STATE HIGHWAY & TRANSPORT
SAGE COUNSELING INC,1,2,18,2053985,6,729477,0,,1,2,7.5,2017,2023,2,AHCCCS|DEPT OF CORRECTIONS,whole_dollar|offcontract,,,,SAGE COUNSELING INC
HERRERA ARELLANO LLP,1,1,2,207183,2,207183,0,,1,2,7.5,2022,2023,1,INDEPENDENT REDISTRICTING COMMISSION,whole_dollar|offcontract,,,,HERRERA ARELLANO LLP
AVIVA CHILDRENS SERVICES,1,2,2,390393,2,390393,0,,1,2,7.5,2023,2024,1,DEPT OF CHILD SAFETY,offcontract|whole_dollar,,,,AVIVA CHILDRENS SERVICES
"PARSONS BRINCKERHOFF, INC.",1,1,9,1597679,5,807024,0,,1,2,7.5,2016,2017,1,DEPT OF TRANSPORTATION,offcontract|whole_dollar,,,,"PARSONS BRINCKERHOFF, INC."
NEW HOPE OF AZ,1,1,2,635461,2,635461,0,,2,2,7.5,2024,2024,1,DEPT OF CHILD SAFETY,offcontract|new_vendor_large,,,,NEW HOPE OF AZ
NATIONAL FOREST FOUNDATION,1,1,10,1701764,2,263099,0,,1,2,7.5,2021,2025,3,GAME AND FISH DEPARTMENT|DEPT OF FORESTRY AND FIRE MANAGEMENT|DEPT OF WATER RESOURCES,offcontract|whole_dollar,,,,NATIONAL FOREST FOUNDATION
INTERMOUNTAIN CTRS FOR HU,1,1,1,113944,1,113944,0,,1,2,7.5,2023,2023,1,DEPT OF CHILD SAFETY,offcontract|new_vendor_large,,,,INTERMOUNTAIN CTRS FOR HU
PCARD VENDOR ADA,1,1,2,228608,2,228608,0,,2,2,7.5,2018,2018,1,DEPT OF ADMINISTRATION,masked_payee|offcontract,,,,PCARD VENDOR ADA
COLLEGE BOARD,2,2,9,4890477,7,3997822,0,,2,2,7.5,2016,2024,1,DEPT OF EDUCATION,whole_dollar|offcontract|new_vendor_large,,,,COLLEGE BOARD
MAXIMUS INC,2,3,123,28300450,98,21631344,0,,16,2,7.5,2016,2024,1,DEPT OF ECONOMIC SECURITY,offcontract|whole_dollar,,,,MAXIMUS INC
TRIZETTO CROPORATION,1,1,10,2949694,2,229176,0,,1,2,7.5,2016,2017,1,DEPT OF CHILD SAFETY,whole_dollar|offcontract,,,,TRIZETTO CROPORATION
LA FRONTERA SO TUCSON,1,1,2,266767,2,266767,0,,1,2,7.5,2023,2024,1,DEPT OF CHILD SAFETY,offcontract|new_vendor_large,,,,LA FRONTERA SO TUCSON
"PHIL CLARK LAND, LLC",1,1,1,460000,1,460000,0,,1,2,7.5,2025,2025,1,LAND DEPARTMENT,offcontract|new_vendor_large,,,,"PHIL CLARK LAND, LLC"
NATIVE COMMUNITY CAPITAL,1,1,1,250000,1,250000,0,,1,2,7.5,2024,2024,1,OFFICE OF ECONOMIC OPPORTUNITY,new_vendor_large|offcontract,,,,NATIVE COMMUNITY CAPITAL
MEDICAL REVIEW INSTITUTE OF AMERICA,1,1,2,252460,2,252460,0,,2,2,7.5,2021,2021,1,DEPT OF ECONOMIC SECURITY,new_vendor_large|offcontract,,,,MEDICAL REVIEW INSTITUTE OF AMERICA
CHEROKEE DEVELOPMENT LTD.,1,1,2,459000,2,459000,0,,1,2,7.5,2025,2025,1,LAND DEPARTMENT,offcontract|whole_dollar,,,,CHEROKEE DEVELOPMENT LTD.
AZ STATE BLDG AND CONSTRUCTION TRADES,1,1,1,147543,1,147543,0,,1,2,7.5,2025,2025,1,OFFICE OF ECONOMIC OPPORTUNITY,offcontract|new_vendor_large,,,,AZ STATE BLDG AND CONSTRUCTION TRADES
NATHAN & ASSOCIATES INC,1,1,3,1346900,3,1346900,0,,3,2,7.5,2019,2025,1,LAND DEPARTMENT,offcontract|whole_dollar|round_100k,,,,NATHAN & ASSOCIATES INC
"SCOUT TOURS, INC. FSO SHERYL CROW",1,1,1,145000,1,145000,0,,1,2,7.5,2016,2016,1,EXPOSITION AND STATE FAIR BOARD,offcontract|whole_dollar,,,,"SCOUT TOURS, INC. FSO SHERYL CROW"
